fixed acidity;"volatile acidity""""";"citric acid""""";"residual sugar""""";"chlorides""""";"free sulfur dioxide""""";"total sulfur dioxide""""";"density""""";"pH""""";"sulphates""""";"alcohol""""";"quality"""""""
6.1;0.28;0.27;4.7;0.03;56.0;140.0;0.9904200000000001;3.16;0.42;12.5;8
7.1;0.25;0.39;2.1;0.036000000000000004;30.0;124.0;0.9908;3.28;0.43;12.2;8
5.9;0.29;0.33;7.4;0.037000000000000005;58.0;205.0;0.99495;3.26;0.41;9.6;5
7.0;0.28;0.33;14.6;0.043;47.0;168.0;0.9994;3.34;0.67;8.8;6
6.5;0.3;0.32;2.0;0.044000000000000004;34.0;90.0;0.99185;3.37;0.68;11.0;7
8.0;0.2;0.36;1.2;0.032;21.0;78.0;0.9921;3.08;0.37;10.4;6
5.9;0.24;0.28;1.3;0.032;36.0;95.0;0.9888899999999999;3.08;0.64;12.9;7
6.2;0.32;0.5;6.5;0.048;61.0;186.0;0.9948;3.19;0.45;9.6;5
7.1;0.35;0.27;3.1;0.034;28.0;134.0;0.9897;3.26;0.38;13.1;7
6.6;0.42;0.13;12.8;0.044000000000000004;26.0;158.0;0.99772;3.24;0.47;9.0;5
6.9;0.31;0.32;1.6;0.036000000000000004;34.0;114.0;0.9906799999999999;3.19;0.45;11.4;7
7.4;0.24;0.26;1.6;0.057999999999999996;53.0;150.0;0.9936;3.18;0.5;9.9;7
5.8;0.28;0.3;3.9;0.026000000000000002;36.0;105.0;0.9896299999999999;3.26;0.58;12.75;6
8.3;0.2;0.74;4.45;0.044000000000000004;33.0;130.0;0.9924;3.25;0.42;12.2;6
6.5;0.18;0.34;1.6;0.04;43.0;148.0;0.9912;3.32;0.59;11.5;8
7.2;0.21;0.36;15.7;0.045;68.0;183.0;0.9992200000000001;3.25;0.76;9.4;5
6.9;0.37;0.28;13.8;0.031;34.0;137.0;0.9948;3.1;0.37;11.6;6
6.9;0.3;0.21;15.7;0.055999999999999994;49.0;159.0;0.9982700000000001;3.11;0.48;9.0;5
7.4;0.39;0.23;7.0;0.033;29.0;126.0;0.9940000000000001;3.14;0.42;10.5;5
7.7;0.34;0.27;8.8;0.063;39.0;184.0;0.9969;3.09;0.63;9.2;6
7.5;0.17;0.44;11.3;0.046;65.0;146.0;0.997;3.17;0.45;10.0;6
6.1;0.24;0.27;9.8;0.062;33.0;152.0;0.9966;3.31;0.47;9.5;6
8.3;0.21;0.58;17.1;0.049;62.0;213.0;1.0006;3.01;0.51;9.3;6
5.1;0.35;0.26;6.8;0.034;36.0;120.0;0.9918799999999999;3.38;0.4;11.5;6
6.6;0.23;0.27;5.6;0.043;43.0;164.0;0.9953;3.27;0.76;9.5;5
7.1;0.21;0.35;2.5;0.04;41.0;186.0;0.9912799999999999;3.32;0.56;12.5;6
7.3;0.19;0.49;15.55;0.057999999999999996;50.0;134.0;0.9998;3.42;0.36;9.1;7
7.7;0.25;0.3;7.8;0.038;67.0;196.0;0.99555;3.1;0.5;10.1;5
5.9;0.26;0.25;12.5;0.034;38.0;152.0;0.9977;3.33;0.43;9.4;5
6.5;0.315;0.2;6.6;0.040999999999999995;9.0;126.0;0.9949399999999999;2.94;0.51;8.8;5
6.5;0.21;0.28;1.4;0.046;26.0;66.0;0.9919899999999999;3.43;0.48;11.1;6
8.0;0.33;0.35;10.0;0.035;22.0;108.0;0.9945700000000001;3.12;0.36;11.6;6
6.0;0.31;0.32;7.4;0.175;47.0;159.0;0.9952;3.19;0.5;9.4;6
7.3;0.28;0.35;1.6;0.054000000000000006;31.0;148.0;0.9917799999999999;3.18;0.47;10.7;5
4.4;0.54;0.09;5.1;0.038;52.0;97.0;0.9902200000000001;3.41;0.4;12.2;7
6.5;0.51;0.25;1.7;0.048;39.0;177.0;0.9921200000000001;3.28;0.57;10.6;5
5.7;0.45;0.42;1.1;0.051;61.0;197.0;0.9932;3.02;0.4;9.0;5
7.3;0.155;0.49;1.3;0.039;34.0;136.0;0.9926;3.14;0.77;10.5;6
6.8;0.3;0.23;4.6;0.061;50.5;238.5;0.9958;3.32;0.6;9.5;5
7.2;0.24;0.36;2.0;0.028999999999999998;21.0;63.0;0.9907600000000001;3.13;0.63;12.5;6
